,0
2018-01-01,6.569431779256968
2018-01-02,7.4753098171069015
2018-01-03,5.615619233899744
2018-01-04,4.258565719163635
2018-01-05,3.953082693924752
2018-01-08,2.9563556215005433
2018-01-09,3.282209893419288
2018-01-10,3.2907111174517985
2018-01-11,2.9472204969598903
2018-01-12,2.7651650666430236
2018-01-15,2.6033633949104806
2018-01-16,2.4982856432841625
2018-01-17,2.5100152165185716
2018-01-18,2.5908934785438906
2018-01-19,2.2449166778376664
2018-01-22,1.8694668961168794
2018-01-23,1.5541637083700086
2018-01-24,1.5123810322228617
2018-01-25,1.371019046734891
2018-01-26,1.3365766589262722
2018-01-29,1.1958689687048978
2018-01-30,1.0000771941904916
2018-01-31,0.9338136339095067
2018-02-01,0.9390754108617538
2018-02-02,0.5391579287693247
2018-02-05,0.45047247311344585
2018-02-06,0.628491607480783
2018-02-07,0.5696718422608291
2018-02-08,0.898753345897436
2018-02-09,1.1221888541600349
2018-02-12,1.0329357883479833
2018-02-13,0.5786133729952937
2018-02-14,0.7492203031959369
2018-02-15,0.4897260725601835
2018-02-16,0.5801713489508378
2018-02-19,0.5909126506843618
2018-02-20,0.40833622799981567
2018-02-21,0.38408401947105963
2018-02-22,0.4017090559033681
2018-02-23,0.7543787147212532
2018-02-26,1.1909474889444833
2018-02-27,0.5486246264183129
2018-02-28,0.37141122267672266
2018-03-01,0.4307011049230509
2018-03-02,0.4146784413533132
2018-03-05,0.36406002281763283
2018-03-06,0.29119419510063016
2018-03-07,0.42017253042521246
2018-03-08,0.20830968455675244
2018-03-09,0.27178902210332917
2018-03-12,0.12033689420927464
2018-03-13,0.3703098029030011
2018-03-14,0.1804785836362283
2018-03-15,0.24089887390764142
2018-03-16,1.0190391505608791
2018-03-19,0.902493636801541
2018-03-20,0.9062684191944639
2018-03-21,0.9223571666014303
2018-03-22,0.8871257672206941
2018-03-23,1.0004147816718023
2018-03-26,1.0376216686993394
2018-03-27,1.0844844927796562
2018-03-28,1.0230134944311005
2018-03-29,1.0094781864622442
2018-03-30,1.0640483368332634
2018-04-02,1.0327257959286689
2018-04-03,1.1560163128071876
2018-04-04,1.5205618437556638
2018-04-05,1.700495227169541
2018-04-06,1.3569964461320305
2018-04-09,2.444694971667277
2018-04-10,2.35301968815124
2018-04-11,1.790662339697535
2018-04-12,1.2660393819267406
2018-04-13,1.164455275354185
2018-04-16,1.5683372602223855
2018-04-17,1.2736633861845648
2018-04-18,1.289274220364477
2018-04-19,1.0869642695111281
2018-04-20,1.4582925355765062
2018-04-23,1.2665991336627234
2018-04-24,0.9983756971945187
2018-04-25,1.301567436281614
2018-04-26,1.1204251392615403
2018-04-27,1.0556588899374355
2018-04-30,1.0235207064269722
2018-05-01,0.9810521940645349
2018-05-02,1.0256262739062723
2018-05-03,1.416064045669168
2018-05-04,1.7644900291352337
2018-05-07,1.1494710309072174
2018-05-08,1.1683910409771243
2018-05-09,1.5446167196080078
2018-05-10,1.1336774185367446
2018-05-11,1.3368982430771388
2018-05-14,1.0138183114729464
2018-05-15,0.9379577237928381
2018-05-16,0.9918410585582744
2018-05-17,1.1131195140261698
2018-05-18,1.1099939477148106
2018-05-21,1.1199108155663609
2018-05-22,0.9681130002611804
2018-05-23,1.094790394932329
2018-05-24,1.3090108343733982
2018-05-25,1.2260236686870645
2018-05-28,1.1626030776919751
2018-05-29,1.1385948030807347
2018-05-30,1.0825909992757494
2018-05-31,1.0355819951259668
2018-06-01,1.2486468870934235
2018-06-04,0.9523874701983241
2018-06-05,1.1750926558546884
2018-06-06,1.1605779028098973
2018-06-07,0.9986949473153574
2018-06-08,1.3667284754567062
2018-06-11,1.302987133153553
2018-06-12,1.3019551234166593
2018-06-13,1.4750821671993977
2018-06-14,0.7896375305172844
2018-06-15,1.2113470281527474
2018-06-18,1.2585996898099914
2018-06-19,1.6496763289441034
2018-06-20,1.3978633808509306
2018-06-21,0.8703139827505809
2018-06-22,1.4303615301209986
2018-06-25,1.3202165846605938
2018-06-26,1.1275678519521652
2018-06-27,1.0481468994682919
2018-06-28,0.5296550417103045
2018-06-29,0.8935503520840227
2018-07-02,0.7586772931850198
2018-07-03,0.837038912654021
2018-07-04,0.7956307546542801
2018-07-05,1.077348380417177
2018-07-06,0.7816346536456967
2018-07-09,1.0711736115685935
2018-07-10,1.1062456484575285
2018-07-11,0.7275761145503731
2018-07-12,0.6109891328651063
2018-07-13,0.9011654056060766
2018-07-16,0.6477689529524193
2018-07-17,0.3188641235399287
2018-07-18,0.532745544544989
2018-07-19,0.7219472179767186
2018-07-20,0.31993746066619444
2018-07-23,0.21404110940370194
2018-07-24,0.22661924746968964
2018-07-25,0.30779853380972155
2018-07-26,0.28740445708832996
2018-07-27,0.43524469560585705
2018-07-30,0.40297965704496663
2018-07-31,0.45636436760823723
2018-08-01,0.4156263549592557
2018-08-02,0.6525593078282869
2018-08-03,0.3617912394882927
2018-08-06,0.44673324740672055
2018-08-07,0.5966712990200755
2018-08-08,1.470674137227699
2018-08-09,1.5240568537937862
2018-08-10,1.4439989719847521
2018-08-13,1.5066585677696445
2018-08-14,0.3071691531761295
2018-08-15,0.27606967753318595
2018-08-16,0.2934461560961098
2018-08-17,0.303674267724852
2018-08-20,0.3471455951604353
2018-08-21,0.34600580112163093
2018-08-22,0.3023834368344606
2018-08-23,0.3262212107906699
2018-08-24,0.35024380796921945
2018-08-27,0.3225566258828759
2018-08-28,0.4481855851387991
2018-08-29,0.3831011668439283
2018-08-30,0.39930321638669336
2018-08-31,0.29363182539629556
2018-09-03,0.29656895606510214
2018-09-04,0.7014185892733682
2018-09-05,0.5784728535963084
2018-09-06,0.4517359558838501
2018-09-07,0.38243281854239014
2018-09-10,1.064869410891725
2018-09-11,0.5517679327704386
2018-09-12,0.5232573720711592
2018-09-13,0.5999078477797509
2018-09-14,0.5507610384572512
2018-09-17,1.1941707639720913
2018-09-18,1.1324352575826533
2018-09-19,1.132444959344578
2018-09-20,1.0894502961634798
2018-09-21,1.1627415269070296
2018-09-24,1.1740086157754601
2018-09-25,1.1326818978830382
2018-09-26,1.1064618839023803
2018-09-27,1.266719677675642
2018-09-28,1.342213399269087
2018-10-01,1.2629311523968274
2018-10-02,1.1237777826141624
2018-10-03,1.0614660461342136
2018-10-04,1.6612689560926752
2018-10-05,1.3323723033839903
2018-10-08,1.469106851422548
2018-10-09,1.563188298818504
2018-10-10,1.4931621113374787
2018-10-11,1.5379068776741387
2018-10-12,1.2459803454807568
2018-10-15,1.1583244149646976
2018-10-16,1.1207896994971234
2018-10-17,1.2561484298750285
2018-10-18,1.2820461189251342
2018-10-19,1.2471025890285172
2018-10-22,1.2340750674599235
2018-10-23,1.2539704214230534
2018-10-24,1.2441339191485234
2018-10-25,1.217552276351855
2018-10-26,1.2331819161890947
2018-10-29,1.095574701279883
2018-10-30,1.1250674650802575
2018-10-31,1.1887937760019276
2018-11-01,1.1627558885923341
2018-11-02,1.1121061147648694
2018-11-05,1.003299295699392
2018-11-06,0.8031329060058254
2018-11-07,1.1411444935686061
2018-11-08,1.4392147716291142
2018-11-09,1.4231269644463154
2018-11-12,1.3371918727127658
2018-11-13,1.263064129424367
2018-11-14,1.1171700705851615
2018-11-15,1.1466418790139352
2018-11-16,1.1591662011015151
2018-11-19,1.1644741670938628
2018-11-20,1.1224008422244907
2018-11-21,1.1035234549770117
2018-11-22,1.103339756708874
2018-11-23,1.024087223421907
2018-11-26,1.5199021502445174
2018-11-27,1.145193625179547
2018-11-28,0.5085769960206552
2018-11-29,0.8173529632149932
2018-11-30,0.7356068745605002
2018-12-03,0.908550287646494
2018-12-04,0.8681045530285855
2018-12-05,0.7475483136151256
2018-12-06,0.7531898903460037
2018-12-07,0.632867605488099
2018-12-10,0.6172124515413463
2018-12-11,0.639984635238678
2018-12-12,0.6016898355875905
2018-12-13,0.5193683812743767
2018-12-14,0.5032936008572637
2018-12-17,0.5387298253905781
2018-12-18,0.530583891310795
2018-12-19,0.5691642714488307
2018-12-20,0.6574937464562295
2018-12-21,0.6740052078160506
2018-12-24,0.4345835008292063
2018-12-25,0.4124777842393414
2018-12-26,0.4064452104473357
2018-12-27,0.3773348655079377
2018-12-28,0.3776331487342869
2018-12-31,0.2592047869072911
2019-01-01,0.2517842120089737
2019-01-02,0.2273677893597697
2019-01-03,0.81414902722028
2019-01-04,1.113642505594113
2019-01-07,1.9465866142371306
2019-01-08,1.1232887702605363
2019-01-09,0.7927962221756574
2019-01-10,0.39686901342606395
2019-01-11,0.4816420022873843
2019-01-14,0.43561152501454786
2019-01-15,0.46099322800169246
2019-01-16,0.592469669358878
2019-01-17,0.49404080798335986
2019-01-18,0.48607743018741706
2019-01-21,0.5587965592884248
2019-01-22,0.4918394790469417
2019-01-23,0.5048867123123548
2019-01-24,0.4469495733739137
2019-01-25,0.4447753733987645
2019-01-28,0.4800622063385307
